Cliente;Ativo Selecionado;Período;Tempo total ligado;Tempo em movimento;Tempo ocioso;Tempo desligado;Odômetro (Km);Custo (Km/L);Custo (L/H);Deslocamentos
JANDAIA;TFW-5E13;01/09/2025 00:00:00 - 30/09/2025 23:59:59;52:09:06;44:37:03;07:32:03;499:33:45;2123,83;$ 0,00;$ 0,00;150
Cliente;Período;Ativo;Placa;Período;Status;Tempo total ligado;Tempo em movimento;Tempo ocioso;Tempo desligado;Odômetro (Km);Origem;Destino;Custo (Km/L);Custo (L/H);Ponto de referência;Motorista
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 10:48:49 - 03/09/2025 10:52:53;Ligado;00:04:04;00:00:00;00:04:04; - ;0.00;Jandaia -  GO -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 10:52:53 - 03/09/2025 11:01:31;Desligado; - ; - ; - ;00:08:38; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 11:01:31 - 03/09/2025 12:13:02;Ligado;01:11:31;01:01:20;00:10:11; - ;51.80;Jandaia -  GO -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 12:13:02 - 03/09/2025 12:18:04;Desligado; - ; - ; - ;00:05:02; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 12:18:04 - 03/09/2025 13:02:11;Ligado;00:44:07;00:35:45;00:08:22; - ;17.57;Jandaia -  GO -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 13:02:11 - 03/09/2025 13:22:50;Desligado; - ; - ; - ;00:20:39; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 13:22:50 - 03/09/2025 13:31:49;Ligado;00:08:59;00:08:43;00:00:16; - ;9.22;Jandaia -  GO -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 13:31:49 - 03/09/2025 14:29:25;Desligado; - ; - ; - ;00:57:36; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 14:29:25 - 03/09/2025 14:29:31;Ligado;00:00:06;00:00:00;00:00:06; - ;0.00;Jandaia -  GO -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;03/09/2025 14:29:31 - 03/09/2025 14:31:09;Desligado; - ; - ; - ;00:01:38; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
